Slug,Name,URL,Category,Subcategories,Rating,Reviews,Installs,Developer,Description,Has Free Version,Icon URL,Last Updated,Scraped At
right-click-protect,Right Click Protect,https://www.wix.com/app-market/web-solution/right-click-protect,Marketing,photography:Photography,3.3,419,,Wix,Protect your site from right-click downloads,true,https://static.wixstatic.com/media/1aa858_ae609dbda96a4d79b7734053e4750984~mv2.png/v1/fill/1aa858_ae609dbda96a4d79b7734053e4750984~mv2.png,,2025-07-06T21:54:51.426Z
google-event-calendar,Google Event Calendar,https://www.wix.com/app-market/web-solution/google-event-calendar,Marketing,events:Events,2.6,822,,Wix,Share your Google Calendar on your site,true,https://static.wixstatic.com/media/d2252d_39e0778ae7094dc5ae4542eccfd0c7ea~mv2.png/v1/fill/d2252d_39e0778ae7094dc5ae4542eccfd0c7ea~mv2.png,,2025-07-06T21:54:51.545Z
wix-restaurants-orders-new,Wix Restaurants Orders (New),https://www.wix.com/app-market/web-solution/wix-restaurants-orders-new,Other,restaurants:Restaurants; food-beverage:Food & Beverage,2.4,72,,Wix,Take commission-free orders on your site 24/7,true,https://static.wixstatic.com/media/0cd8ae_c710cc9e5e934ae286ef471d5f960017~mv2.png/v1/fill/0cd8ae_c710cc9e5e934ae286ef471d5f960017~mv2.png,with live order tracking. Online Orders (New) is built on top of Wix’s industry-leading eCommerce platform,2025-07-06T21:54:51.641Z
google-drive,Google Drive,https://www.wix.com/app-market/web-solution/google-drive,Marketing,file-sharing:File Sharing,3,277,,Wix,Share Google Drive content right on your site.,true,https://static.wixstatic.com/media/d2252d_670e558d10674ee2824e21cebdca5020~mv2.png/v1/fill/d2252d_670e558d10674ee2824e21cebdca5020~mv2.png,,2025-07-06T21:54:51.800Z
wix-hotels-by-hotelrunner,Wix Hotels,https://www.wix.com/app-market/web-solution/wix-hotels-by-hotelrunner,Other,hotels:Hotels,2.4,241,,HotelRunner,Manage and grow your hospitality business,true,https://static.wixstatic.com/media/803a54_0dd30f8b0c064831b841b9a38348931b~mv2.png/v1/fill/803a54_0dd30f8b0c064831b841b9a38348931b~mv2.png,on all your channels instantly.,2025-07-06T21:54:51.897Z
pdf-viewer,PDF File Viewer,https://www.wix.com/app-market/web-solution/pdf-viewer,Other,,2.4,305,,Wix,Easily upload and display PDF files on your site,true,https://static.wixstatic.com/media/d2252d_ea9aad94ecc44d3ca94f6d9fb8b040c1~mv2.png/v1/fill/d2252d_ea9aad94ecc44d3ca94f6d9fb8b040c1~mv2.png,,2025-07-06T21:54:51.995Z
wix-forms-and-payments,Old Wix Forms and Payments,https://www.wix.com/app-market/web-solution/wix-forms-and-payments,eCommerce,forms:Forms,2.6,621,,Wix,"Get info, subscribers and payments with Forms",true,https://static.wixstatic.com/media/be2709_d9325e34eaa1497f95b71a062b658aff~mv2.jpg/v1/fill/be2709_d9325e34eaa1497f95b71a062b658aff~mv2.jpg,,2025-07-06T21:54:52.085Z
google-ads-with-wix,Google Ads for Wix (Official),https://www.wix.com/app-market/web-solution/google-ads-with-wix,Marketing,ads:Ads,4.3,8,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Drive leads & sales with ads on Google,true,https://static.wixstatic.com/media/5d31af_ca62b8f6acf947d9a12e480943b6396d~mv2.png/v1/fill/5d31af_ca62b8f6acf947d9a12e480943b6396d~mv2.png,,2025-07-06T21:54:52.170Z
wix-referrals-program,Wix Referral Program,https://www.wix.com/app-market/web-solution/wix-referrals-program,Other,coupons--loyalty:Coupons & Loyalty,3.5,199,,Wix,Get more customers & boost sales with referrals,true,https://static.wixstatic.com/media/f39b13_df55eb22c314420bae7b412e55505ee0~mv2.png/v1/fill/f39b13_df55eb22c314420bae7b412e55505ee0~mv2.png,,2025-07-06T21:54:52.333Z
wix-restaurants-menus,Wix Restaurants Menus,https://www.wix.com/app-market/web-solution/wix-restaurants-menus,Other,,2.6,163,,Wix,Showcase your food online,true,https://static.wixstatic.com/media/35359a_3533319c6e6e4cbe8b5a437a8596f76a~mv2.png/v1/fill/35359a_3533319c6e6e4cbe8b5a437a8596f76a~mv2.png,,2025-07-06T21:54:52.474Z
kliken-google-for-merchants,Kliken: Google Listings & Ads,https://www.wix.com/app-market/web-solution/kliken-google-for-merchants,Marketing,ads:Ads,2.5,66,,Kliken,Grow your sales on Google Shopping,true,https://static.wixstatic.com/media/b284b3_712be0595dc94791bb09d4ac454bc7a6~mv2.png/v1/fill/b284b3_712be0595dc94791bb09d4ac454bc7a6~mv2.png,,2025-07-06T21:54:52.566Z
google-adsense,Wix Monetize with AdSense,https://www.wix.com/app-market/web-solution/google-adsense,Marketing,ads:Ads,2.4,166,,Wix,Monetize your site by displaying brand-safe ads,true,https://static.wixstatic.com/media/ce0ed2_2dc42928b0eb477e86f71e29f77fb0fc~mv2.png/v1/fill/ce0ed2_2dc42928b0eb477e86f71e29f77fb0fc~mv2.png,,2025-07-06T21:54:52.663Z
active-contact-form,Lead Collection Form,https://www.wix.com/app-market/web-solution/active-contact-form,Communication,forms:Forms,4.3,31,,vcita Inc. 14 day,"Capture leads, take bookings, collect payments",true,https://static.wixstatic.com/media/2f9e90_5d66fe47d57a48a89d449891c79b764b~mv2.png/v1/fill/2f9e90_5d66fe47d57a48a89d449891c79b764b~mv2.png,,2025-07-06T21:54:52.755Z
webstore-ads,Easy Facebook & Instagram Ads,https://www.wix.com/app-market/web-solution/webstore-ads,Marketing,ads:Ads,4.3,95,,sixads,"Automated Facebook, Instagram and Google Ads!",true,https://static.wixstatic.com/media/6ab2b5_b2c58ba3120c464581bcde36b3b92220~mv2.png/v1/fill/6ab2b5_b2c58ba3120c464581bcde36b3b92220~mv2.png,,2025-07-06T21:54:52.835Z
retarget-online-ads,Retarget Online Ads,https://www.wix.com/app-market/web-solution/retarget-online-ads,Marketing,ads:Ads,4,51,,AdTechium LLC,Reconnect with your visitors in ONE click,true,https://static.wixstatic.com/media/211cf1_cfca1be4286e4c9bb99156944939acb7~mv2.png/v1/fill/211cf1_cfca1be4286e4c9bb99156944939acb7~mv2.png,,2025-07-06T21:54:53.030Z
instant-mobile-app,Instant Mobile App,https://www.wix.com/app-market/web-solution/instant-mobile-app,Other,mobile:Mobile,2.8,56,,Beezer14 day,Turn your site into an Instant Mobile App.,true,https://static.wixstatic.com/media/5865dd_7e0ebc9474994622bec2bacee22e05e4~mv2.jpg/v1/fill/5865dd_7e0ebc9474994622bec2bacee22e05e4~mv2.jpg,to show the most recent version of your site.CategoriesMarketingMobileAvailability:This app is available worldwide.App languages:EnglishBApp developed byBeezerVisit our WebsiteContact us for supportPrivacy Policy2.8 Average Rating56 reviews517453725122Sort by:Most recentUSUsaaout/ Mar 6,2025-07-06T21:54:53.287Z
birthday-club,Birthday Club,https://www.wix.com/app-market/web-solution/birthday-club,Other,coupons--loyalty:Coupons & Loyalty,4.4,63,,Riiwards,"Build your customer list & grow sales, FAST",true,https://static.wixstatic.com/media/4b61b7_ca03a914928040d2b3ed8cb494bdf5ef~mv2.png/v1/fill/4b61b7_ca03a914928040d2b3ed8cb494bdf5ef~mv2.png,,2025-07-06T21:54:53.383Z
online-business-card,Online Business Card,https://www.wix.com/app-market/web-solution/online-business-card,Design & Content,banners--badges:Banners & Badges,3.7,44,,AppSharp,Share essential business details w/ customers,true,https://static.wixstatic.com/media/8f2103_0c87106d7dc4463580da82047a1b5855~mv2.png/v1/fill/8f2103_0c87106d7dc4463580da82047a1b5855~mv2.png,,2025-07-06T21:54:53.469Z
my-mobile-app,My Mobile App,https://www.wix.com/app-market/web-solution/my-mobile-app,Other,mobile:Mobile,4,166,,Appswiz,Turn your site into your own native mobile app,true,https://static.wixstatic.com/media/07fa27_7a3f064ae23e44f5b3afb25ab744fbe0~mv2.png/v1/fill/07fa27_7a3f064ae23e44f5b3afb25ab744fbe0~mv2.png,in your app,2025-07-06T21:54:53.560Z
hotels-airbnbs-map,Hotels & Airbnbs Map,https://www.wix.com/app-market/web-solution/hotels-airbnbs-map,Design & Content,hotels:Hotels,3.9,14,,Stay22,Easily book hotels and Airbnb on one map,true,https://static.wixstatic.com/media/6dad1e_c0a56296b21d4100a8e72efcdbd77caf~mv2.jpg/v1/fill/6dad1e_c0a56296b21d4100a8e72efcdbd77caf~mv2.jpg,,2025-07-06T21:54:53.646Z
get-google-ads,Get Google Ads + Retargeting,https://www.wix.com/app-market/web-solution/get-google-ads,Marketing,ads:Ads,4.4,618,,Kliken,Grow Sales with Google + Kliken Ads in 5 Minutes,true,https://static.wixstatic.com/media/b284b3_e2e0c768d1814e82a8790dc1f71b195f~mv2.png/v1/fill/b284b3_e2e0c768d1814e82a8790dc1f71b195f~mv2.png,,2025-07-06T21:54:53.793Z
shown-io,shown.io,https://www.wix.com/app-market/web-solution/shown-io,Marketing,ads:Ads,4.5,25,,shown.io,Easily create and manage ads on all platforms,true,https://static.wixstatic.com/media/4d5169_c65d4291f9474ec6b2c49f545c0d75d7~mv2.png/v1/fill/4d5169_c65d4291f9474ec6b2c49f545c0d75d7~mv2.png,,2025-07-06T21:54:53.906Z
gettraffic,GetTraffic,https://www.wix.com/app-market/web-solution/gettraffic,Other,ads:Ads,3.6,106,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",GetTraffic! Drive more visitors to your site!,true,https://static.wixstatic.com/media/4e1c46_748afa77448e49b6a374efad21a6110f~mv2.png/v1/fill/4e1c46_748afa77448e49b6a374efad21a6110f~mv2.png,,2025-07-06T21:54:54.027Z
virtual-tours,Virtual Tours,https://www.wix.com/app-market/web-solution/virtual-tours,Other,photography:Photography,4.3,58,,ViarLive OÜ7 day,Add stunning 360 virtual tours to your website,true,https://static.wixstatic.com/media/df425f_73cda12978224a43a13be0595172006a~mv2.png/v1/fill/df425f_73cda12978224a43a13be0595172006a~mv2.png,,2025-07-06T21:54:54.167Z
storemetrics,StoreMetrics,https://www.wix.com/app-market/web-solution/storemetrics,Marketing,analytics:Analytics,4.4,45,,StoreMetrics,Increase sales with ecommerce analytics.,true,https://static.wixstatic.com/media/066b96_e7ebcec2b6754332b9b99ccc1c054a33~mv2.png/v1/fill/066b96_e7ebcec2b6754332b9b99ccc1c054a33~mv2.png,,2025-07-06T21:54:54.309Z
mobilizei,Mobilizei,https://www.wix.com/app-market/web-solution/mobilizei,Other,mobile:Mobile,1,1,,Mobilizei,Sell ​​through your own app,true,https://static.wixstatic.com/media/351f10_b14c52a79fd14ce2a33072e081e0240b~mv2.png/v1/fill/351f10_b14c52a79fd14ce2a33072e081e0240b~mv2.png,,2025-07-06T21:54:54.393Z
web-stat,WEB-STAT,https://www.wix.com/app-market/web-solution/web-stat,Marketing,analytics:Analytics,4.8,450,,WEB-STAT,Full analytics & live view of all visitors.,true,https://static.wixstatic.com/media/454bab_8d24e572416c4c858f496d83fbef3083~mv2.png/v1/fill/454bab_8d24e572416c4c858f496d83fbef3083~mv2.png,,2025-07-06T21:54:54.528Z
salesdish-visitors-counter,Salesdish Visitors Counter,https://www.wix.com/app-market/web-solution/salesdish-visitors-counter,Other,analytics:Analytics,3.8,25,,ANTDIY,Recent Orders Counter & Live Visitor Counter.,true,https://static.wixstatic.com/media/e7eb4e_8a4839ae5db8445e934970d222a6bbdc~mv2.jpg/v1/fill/e7eb4e_8a4839ae5db8445e934970d222a6bbdc~mv2.jpg,,2025-07-06T21:54:54.640Z
pwa,PWA,https://www.wix.com/app-market/web-solution/pwa,Other,mobile:Mobile,4.2,6,5,Pratyoosh7 day,Turn your site/store into an installable app,true,https://static.wixstatic.com/media/b937b1_10ebc04bb30c4b278c7e243add812bcb~mv2.png/v1/fill/b937b1_10ebc04bb30c4b278c7e243add812bcb~mv2.png,,2025-07-06T21:54:54.734Z
hit-counter,Hit Counter,https://www.wix.com/app-market/web-solution/hit-counter,Other,analytics:Analytics,4.5,224,,POWR,Build trust with real-time visit stats,true,https://static.wixstatic.com/media/829a0c_825001a9f710443396bb8fb7059f2699~mv2.png/v1/fill/829a0c_825001a9f710443396bb8fb7059f2699~mv2.png,,2025-07-06T21:54:55.001Z
pixel-conversion-all-channel,Pixel Conversion & All Channel,https://www.wix.com/app-market/web-solution/pixel-conversion-all-channel,Marketing,analytics:Analytics,5,55,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""","Track ads: Facebook Pixel, Snapchat, TikTok & X",true,https://static.wixstatic.com/media/fd1e54_261775a0b79f4ebca5ebe558b88be192~mv2.png/v1/fill/fd1e54_261775a0b79f4ebca5ebe558b88be192~mv2.png,bypass ad-blockers,2025-07-06T21:54:55.089Z
visitors-map,Visitors Map,https://www.wix.com/app-market/web-solution/visitors-map,Tools & Widgets,analytics:Analytics,4.4,53,,WEB-STAT,Show off your site traffic on beautiful maps,true,https://static.wixstatic.com/media/f32366_8dead3de39b943c58c5a206fc4ada057~mv2.png/v1/fill/f32366_8dead3de39b943c58c5a206fc4ada057~mv2.png,,2025-07-06T21:54:55.199Z
tixel-multi-pixels-installer,TiXel ‑ Multiple TikTok Pixels,https://www.wix.com/app-market/web-solution/tixel-multi-pixels-installer,Marketing,analytics:Analytics,5,28,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Track ads sales & events for holiday campaigns,true,https://static.wixstatic.com/media/e4256a_67efac3704ab43db83ec4f68d617f5ab~mv2.png/v1/fill/e4256a_67efac3704ab43db83ec4f68d617f5ab~mv2.png,,2025-07-06T21:54:55.655Z
challenges,Wix Online Programs,https://www.wix.com/app-market/web-solution/challenges,Business Services,online-courses:Online Courses,3.8,978,,Wix,Build and sell multi-step programs,true,https://static.wixstatic.com/media/bfb4fd_cf1cbfcd0698491c9868a882bb5aba97~mv2.png/v1/fill/bfb4fd_cf1cbfcd0698491c9868a882bb5aba97~mv2.png,,2025-07-06T21:54:40.913Z
spocket-dropshipping,Spocket - US & EU Dropshipping,https://www.wix.com/app-market/web-solution/spocket-dropshipping,eCommerce,dropship:Dropshipping,3.9,127,,Spocket,Dropship from Verified US & EU suppliers,true,https://static.wixstatic.com/media/7d1187_58536b113cd34b6689af361daf4372f3~mv2.png/v1/fill/7d1187_58536b113cd34b6689af361daf4372f3~mv2.png,,2025-07-06T21:54:41.134Z
quickbooks-online,QuickBooks Connector,https://www.wix.com/app-market/web-solution/quickbooks-online,Business Services,accounting:Accounting,4.7,1154,,Intuit Mailchimp,Integrate QuickBooks Online to your site,true,https://static.wixstatic.com/media/9955e5_5daaec99a1d0466d838d6e3a363b73fc~mv2.png/v1/fill/9955e5_5daaec99a1d0466d838d6e3a363b73fc~mv2.png,,2025-07-06T21:54:41.286Z
wix-stores,Wix Stores,https://www.wix.com/app-market/web-solution/wix-stores,eCommerce,stores:Stores,4.2,4418,,Wix,Professional eCommerce platform to sell online,true,https://static.wixstatic.com/media/22e53e_a53027e61c334a428ee8fd64dd776792~mv2.png/v1/fill/22e53e_a53027e61c334a428ee8fd64dd776792~mv2.png,,2025-07-06T21:54:41.363Z
events,Wix Events & Tickets,https://www.wix.com/app-market/web-solution/events,Business Services,events:Events,3.5,1214,,Wix,Event management platform for tickets & RSVPs,true,https://static.wixstatic.com/media/ea7119_e7517ae616f14a2b968349b0109275d2~mv2.png/v1/fill/ea7119_e7517ae616f14a2b968349b0109275d2~mv2.png,,2025-07-06T21:54:42.066Z
klaviyo,Klaviyo,https://www.wix.com/app-market/web-solution/klaviyo,Marketing,email:Email,4.3,11,,Klaviyo,"Email Marketing, SMS Marketing, Forms, & More",true,https://static.wixstatic.com/media/2293e6_da97e8ea3719441d97b3b47e4b2d7534~mv2.png/v1/fill/2293e6_da97e8ea3719441d97b3b47e4b2d7534~mv2.png,,2025-07-06T21:54:42.317Z
wix-ai-assistant-client,Wix AI Site Chat,https://www.wix.com/app-market/web-solution/wix-ai-assistant-client,Design & Content,chat:Chat; stores:Stores; search:Search,3,102,,Wix,Give 24/7 AI support and sales advice,true,https://static.wixstatic.com/media/222cbd_84f4218e0dc143d2bd9c300e565e1181~mv2.png/v1/fill/222cbd_84f4218e0dc143d2bd9c300e565e1181~mv2.png,,2025-07-06T21:54:42.480Z
google-ads-shopping,Google Ads & Google Shopping,https://www.wix.com/app-market/web-solution/google-ads-shopping,Marketing,ads:Ads,3.3,119,,StoreYa,We'll drive targeted visitors to your site!,true,https://static.wixstatic.com/media/327c76_d381c6622ac84fb99f9dc02c389467b1~mv2.png/v1/fill/327c76_d381c6622ac84fb99f9dc02c389467b1~mv2.png,,2025-07-06T21:54:42.578Z
pay-button,Pay Button,https://www.wix.com/app-market/web-solution/pay-button,eCommerce,sell-buttons:Sell Buttons,1.5,42,,Wix,Offer fast checkout for payments and donations,true,https://static.wixstatic.com/media/d2c887_93408c6974ed48c5a3536ce421323470~mv2.png/v1/fill/d2c887_93408c6974ed48c5a3536ce421323470~mv2.png,,2025-07-06T21:54:42.870Z
mo-discount-upseller-v1,Easy Volume Discount Upsells,https://www.wix.com/app-market/web-solution/mo-discount-upseller-v1,Other,stores:Stores; conversion:Conversion,4.9,40,,Multiorders Solutions,We'll grow your store's revenue and increase CR,true,https://static.wixstatic.com/media/2a25d3_a1cfc7f57e8f43c6a9f67dbb6a00f467~mv2.jpg/v1/fill/2a25d3_a1cfc7f57e8f43c6a9f67dbb6a00f467~mv2.jpg,,2025-07-06T21:54:42.974Z
wix-music,Wix Music,https://www.wix.com/app-market/web-solution/wix-music,Business Services,music:Music,3.5,304,,Wix,Stream & sell your audio with the Wix player,true,https://static.wixstatic.com/media/454bab_ac6f5b6b090c426098a6322b7d861e70~mv2.png/v1/fill/454bab_ac6f5b6b090c426098a6322b7d861e70~mv2.png,,2025-07-06T21:54:43.063Z
quizell-product-quiz,Quizell Product Quiz & Form,https://www.wix.com/app-market/web-solution/quizell-product-quiz,eCommerce,engagement:Engagement,4.7,91,,Quizell,Product Quizzes & Forms to Grow E-commerce sales,true,https://static.wixstatic.com/media/feae19_7e2fd9a3914c4efb8c6caa4006c6ed2a~mv2.png/v1/fill/feae19_7e2fd9a3914c4efb8c6caa4006c6ed2a~mv2.png,,2025-07-06T21:54:43.177Z
unlimited-spin-to-win,Unlimited spin to win,https://www.wix.com/app-market/web-solution/unlimited-spin-to-win,Other,coupons--loyalty:Coupons & Loyalty,4.8,57,,Peak Digital7 day,Ultra high converting coupon wheel,true,https://static.wixstatic.com/media/b65413_4787cc7eee50444da75161bae0c026ab~mv2.png/v1/fill/b65413_4787cc7eee50444da75161bae0c026ab~mv2.png,,2025-07-06T21:54:43.281Z
tiktok,TikTok Ads,https://www.wix.com/app-market/web-solution/tiktok,Marketing,,1.6,20,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",TikTok For Business,true,https://static.wixstatic.com/media/626892_af159c14a59b4481948bd09fb2b20147~mv2.jpg/v1/fill/626892_af159c14a59b4481948bd09fb2b20147~mv2.jpg,,2025-07-06T21:54:43.380Z
bookings,Wix Bookings,https://www.wix.com/app-market/web-solution/bookings,Business Services,bookings:Bookings,3.4,1801,,Wix,"Scheduling platform, calendar & online booking",true,https://static.wixstatic.com/media/35359a_13bd028132814c6f9cdffeaa07e9c134~mv2.png/v1/fill/35359a_13bd028132814c6f9cdffeaa07e9c134~mv2.png,- Track Your Performance: Get detailed analytics on your finances,2025-07-06T21:54:43.478Z
